4243FC	29354	370.727272727273	2	55.0225288888889	37.3515022222222	-1000.72727272727
4243FC	28468.75	359.5	2	55.0944833333333	37.356535	-960
424263	24523.9130434783	377.125	98.75	54.69177375	36.654575	-1024
4240CB	27552.4390243902	402.866666666667	95.6666666666667	54.7244881818182	36.7152445454545	-947.2
4240CB	27022.7586206897	402	89.5217391304348	54.723367826087	36.8398356521739	-258.782608695652
4243FC	28087.5	357	2	55.11127	37.35772	-960
424263	23620.4081632653	374.428571428571	82.4285714285714	54.6820307142857	36.7590635714286	-2080
424263	22178.1481481481	369.944444444444	76	54.6960744444444	36.9066091666667	-2142.22222222222
4240CB	26993.2203389831	404.444444444444	90	54.7232866666667	36.9659966666667	21.3333333333333
4243FC	26286.9565217391	350	308	55.273022	37.22095	-1365.33333333333
4240CB	27000	398.666666666667	60.6666666666667	54.7358025	37.07833	0
4243FC	24628.125	340	307	55.320485	37.11133	-1472
4243FC	24259.0579710145	335.25	307	55.3609392857143	37.0164071428571	-912
4240CB	22750	382	12.75	54.99826	37.27828	-3168
600803	15763.3333333333	299.3	198.2	55.188898	37.160574	-851.2
4240CB	22112.7358490566	367.428571428571	13	55.0058775	37.2813575	-2112
600803	15017.8571428571	NA	NA	55.1743	37.15455	NA
600803	14062.5	NA	NA	55.1743	37.15455	NA
155BE3	28337	424.666666666667	134.666666666667	55.485952	37.288928	1024
4240CB	19283.3333333333	308	13	55.02873	37.29059	-1856
424369	26376.724137931	391	8	54.172992	37.208878	-1952
424387	17855.6910569106	342.055555555556	91.7222222222222	54.7332391304348	36.6268947826087	-1592.88888888889
424387	17198.3333333333	321.212121212121	91.2121212121212	54.7314	36.7353151724138	-731.151515151515
424387	16984.6666666667	291.51282051282	92	54.7292077142857	36.8426825714286	27.8974358974359
42425	21121.25	339.5	92	54.720706	36.623748	-885.333333333333
424387	17000	286.225	92	54.7269055555556	36.9469633333333	28.8
42425	20986.5671641791	309.8	89.8	54.7194818181818	36.7252118181818	44.8
424263	6630	250.333333333333	284	55.228435	36.913315	-960
42425E	20984.1379310345	303.093023255814	90	54.7192069444444	36.8250752777778	-11.906976744186
424263	6287.5	252	309	55.23889	36.8807	-896
42425	20520.1298701299	292.176470588235	90	54.7189258823529	36.92613	-1084.23529411765
424263	5862.5	NA	NA	55.23889	36.8807	NA
76CEE1	36000	469.75	288	54.6873372727273	36.8984809090909	10.6666666666667
424324	15002.2321428571	313.272727272727	77	54.734066	36.805191	221.090909090909
424584	25286.5384615385	385	81.2	54.55728625	36.67258	-729.6
424324	15003.4638554217	305.166666666667	35.2777777777778	54.7665323684211	36.8874968421053	-23.1111111111111
424584	24651.3157894737	385.157894736842	81.1052631578947	54.5679042857143	36.8043004761905	-1050.94736842105
424369	13300	NA	NA	55.17474	37.15942	NA
424324	15000	NA	NA	54.79871	36.92327	NA
42439F	22975	340	333.5	55.21317	37.34148	-896
42439F	22215	NA	NA	55.21317	37.34148	NA
42436C	15577.7777777778	356.35	100.6	54.7294014285714	36.6556871428571	-1104
424584	23691.3934426229	379.972972972973	81.2702702702703	54.5788534482759	36.9383189655172	-1587.89189189189
42436C	14988.4408602151	330.090909090909	107	54.7111624137931	36.7662275862069	-217.212121212121
42439F	21670	336.333333333333	307.333333333333	55.302245	37.15384	-704
424584	22282.5581395349	375.857142857143	82	54.5888494736842	37.0647831578947	-1956.57142857143
42436C	14995.1612903226	299.90243902439	107	54.6915868292683	36.8749036585366	46.8292682926829
42439F	20945	333.058823529412	307	55.352074	37.0374526666667	-768
42436C	15000	299.48275862069	107	54.6772927777778	36.9538911111111	26.4827586206897
4243FC	29354	370.727272727273	2	55.0225288888889	37.3515022222222	-1000.72727272727
4243FC	28468.75	359.5	2	55.0944833333333	37.356535	-960
424263	24523.9130434783	377.125	98.75	54.69177375	36.654575	-1024
4240CB	27552.4390243902	402.866666666667	95.6666666666667	54.7244881818182	36.7152445454545	-947.2
43EA48	20040	412.111111111111	251	55.203928	36.72957	1891.55555555556
3C564F	17721.8085106383	328.357142857143	103.321428571429	54.7259846153846	36.6835542307692	-1933.71428571429
3C564F	15906.25	326.766666666667	106.266666666667	54.7061125714286	36.7975845714286	-2357.33333333333
51009A	26891.6666666667	419.625	93.125	54.72358375	36.7161275	-1352
3C564F	14077.6119402985	316.142857142857	62.7857142857143	54.7026442307692	36.9102619230769	-2329.14285714286
51009A	25006.25	415.230769230769	91.4230769230769	54.71971	36.8838923809524	-2328.61538461538
51009A	23650	412	91	54.71754	37.00349	-2304
451E8D	21581.5789473684	324.454545454545	307	55.349286	37.044969	-1413.81818181818
451E8D	20625	322	307	55.36095	37.01735	-1728
4242FA	33000	464	151	55.446305	37.2051375	0
4242C2	21710.4166666667	325	334	55.2089575	37.3529675	-1920
4242C2	16878.0172413793	301.958333333333	307.25	55.3485815789474	37.0473973684211	-1642.66666666667
424131	24630.1282051282	396.090909090909	90.6818181818182	54.7271323076923	36.67021	-1713.45454545455
4242C2	15997.9166666667	298	307	55.3746816666667	36.9863	-1600
424131	22969.587628866	386.921052631579	90	54.7250126315789	36.8537178947368	-1372.63157894737
424131	21707.0175438596	370.96875	90	54.7242804761905	36.9934385714286	-1384
06A03D	37000	458.8	107	54.68383	36.916325	12.8
06A03D	37000	461.384615384615	107.153846153846	54.6566584615385	37.0651592307692	0
06A03D	37000	466	121	54.6433	37.13759	0
4BAA8F	20614.0625	366.8	42	54.4139025	37.0136325	-1945.6
424251	23888.8888888889	377	91	54.726825	36.691295	-1728
4BAA8F	19575.8620689655	351.222222222222	42	54.4427830769231	37.0591961538462	-2311.11111111111
424251	21833.4507042254	372.885714285714	91	54.7245267647059	36.8694526470588	-1954.74285714286
51006A	27384.0909090909	433	262	55.139404	36.857538	1888
424251	20143	367.923076923077	91	54.7230765625	37.0083284375	-1938.05128205128
424941	27975	420	2	54.804385	37.33639	-960
424559	16129.8076923077	364.769230769231	268.692307692308	55.2655684615385	37.3807153846154	2008.61538461538
510042	28975	455	100	54.71697	36.649655	-64
424559	17537.0192307692	370.625	268	55.2632190909091	37.2587213636364	1832
424559	19530	NA	NA	55.26187	37.19195	NA
510042	28974	457	107	54.6815808333333	36.8555966666667	25.6
424559	20753.125	393.5	251	55.2435914285714	36.9505385714286	1546.66666666667
510042	28518.3333333333	456.533333333333	104.6	54.6484391666667	37.039145	-1480.53333333333
424559	21797.2222222222	396.8	251	55.2229014285714	36.8223642857143	1830.4
424941	27000	331.055555555556	288.611111111111	55.249898	37.356374	-960
42480000	37000	441.333333333333	151	55.30554	37.3458138461538	0
424294	7188.63636363636	288.5	337	55.27153	37.19365	-1344
424559	24575	411.333333333333	251	55.16282	36.52779	1066.66666666667
424941	27000	341.5	308	55.28336	37.31074	-1440
42480000	36975	440	151	55.242005	37.40620875	-64
424559	25250	421.5	250	55.1380333333333	36.4083233333333	992
424941	27000	360.1	226.6	55.2687905555556	37.1499955555556	-249.6
4BAA8F	6959.52380952381	235.5	2	55.16252	37.360565	-448
424559	26500	433	250	55.093618	36.195668	789.333333333333
424941	27000	360.588235294118	183	55.1903878571429	37.1146607142857	-18.8235294117647
4243E2	24940.625	443.916666666667	158	55.2905866666667	37.6136833333333	1376
424559	27047.5	441.375	250	55.05510875	36.01222375	1040
4242BB	15039.4230769231	327.923076923077	359	55.2657192307692	37.3651776923077	-1890.46153846154
424941	27000	355.052631578947	158.684210526316	55.1007704545455	37.1222495454545	1212.63157894737
424559	27616.6666666667	449.5	250	55.03258	35.905785	624
424941	27000	353.363636363636	107.909090909091	55.0580158333333	37.1975075	1402.18181818182
424941	27000	340	2	55.1275733333333	37.3121033333333	0
424941	27000	338.857142857143	295.714285714286	55.2370982352941	37.3598094117647	-288
76CEF1	36000	472.5	292.75	54.612406	37.298634	16
424941	27000	360	258	55.28618	37.3065	-320
76CEF1	36000	470.904761904762	288	54.6514718181818	37.0949231818182	15.2380952380952
424368	8009.25925925926	300	260.2	55.2330818181818	37.0945118181818	-2080
424941	27000	360.083333333333	211.333333333333	55.2546890909091	37.12757	32
76CEF1	36000	470	288	54.686522	36.903087	14.7692307692308
424941	27000	360.333333333333	182.533333333333	55.1787405882353	37.1076858823529	-21.3333333333333
424941	27000	359.136363636364	154.954545454545	55.0920125	37.120691	384
155C1C	31000	427	5	54.1734983333333	37.25932	10.6666666666667
424941	27000	356	100.166666666667	55.0551466666667	37.1932733333333	416
155C1C	31004.7619047619	424	5	54.2594805555556	37.2721322222222	12
155C1C	30468.75	422	5	54.35119	37.2857833333333	-949.333333333333
3C07FC	7428.57142857143	312.428571428571	94.7142857142857	55.31236	36.9681775	-2148.57142857143
424941	26003.75	355.25	342.9375	55.1826935714286	37.2987478571429	-1208
155C1C	29870.4545454545	421.277777777778	5	54.4495304166667	37.3005129166667	-1027.55555555556
43EA29	15428.125	334.666666666667	116	55.23622	36.7963266666667	-1920
424941	24445	366	298	55.28576	37.3025	-640
43EA29	14190.9090909091	324.125	116	55.2150704761905	36.8717923809524	-1876
155C1C	25545	390	2	54.80465	37.33779	-768
43EA29	12486.1607142857	301.5	110.272727272727	55.1821704166667	36.99414875	-1882.18181818182
42444D	30000	426	2	54.80415	37.33696	-512
43EA29	10575.4716981132	249.136363636364	34.3636363636364	55.1991715789474	37.0967831578947	-1984
43EA29	9105.35714285714	238.666666666667	3	55.235195	37.113745	-2389.33333333333
155C1C	23198.5294117647	335	2	55.165548	37.360088	-1024
42456F	19223.1481481481	390.285714285714	265	54.9859525	37.02467875	1408
155C1C	22991.8831168831	332.2	228.733333333333	55.2404980952381	37.3590795238095	-19.2
42456F	20200.2173913043	397.24	265	54.9785680769231	36.8946407692308	1419.52
4343C9	33000	438	151	55.26288	37.3841436363636	-5.33333333333333
42438D	17730.625	356.384615384615	107	55.2045188888889	36.7691855555556	-2417.23076923077
155C1C	23006.7307692308	329.5	294.75	55.2768825	37.3187175	16
42444D	26132.9113924051	340.458333333333	308.208333333333	55.24901	37.2773526666667	-418.666666666667
42456F	21396.6	402.489795918367	264.448979591837	54.9691572727273	36.7322536363636	1050.12244897959
155C1C	21984.375	327.5	300.5	55.308822	37.191204	-992
42456F	22158.3333333333	408	264	54.963085	36.630165	1386.66666666667
42438D	15826.7857142857	359	107	55.1792965517241	36.9121865517241	-2394
42444D	24475	328	308	55.32198	37.10815	-1088
155C1C	21178.8461538462	319.75	305.75	55.32697	37.11198	-1504
42438D	13646.186440678	358.647058823529	107	55.1532588235294	37.0586511764706	-2334.11764705882
424549	24109.375	385.833333333333	81	54.74114	36.6906975	-1237.33333333333
42456F	26787.9032258065	450.181818181818	264	54.8983373333333	35.611872	389.818181818182
50013A	14590.3846153846	370.111111111111	121	55.2524675	36.821705	-2026.66666666667
42456F	27378.9473684211	454.1	263.5	54.885804	35.428947	921.6
50013A	13023.4375	356.125	121.1875	55.2093472727273	36.9442927272727	-2036
50013A	10837.5	324.125	132	55.1654157142857	37.0675157142857	-1944
4B160D	18323.9583333333	383	262	55.2033325	37.18355	1728
4B160D	18933.75	385.666666666667	262	55.1977266666667	37.1201916666667	1333.33333333333
4B160D	19533.8709677419	389.4	262	55.1914316666667	37.04914	1689.6
4B160D	20198.6111111111	391	262	55.1856842857143	36.9845471428571	1744
424332	29398.3333333333	420.8	8.8	54.441855	37.2788325	-947.2
4B160D	20838.0952380952	392.375	261	55.1798171428571	36.91947	1616
4B160D	21359.0909090909	397	261	55.1731	36.8458166666667	1561.6
424332	29108.3333333333	414	9	54.47818	37.28849	-832
4B160D	21971.875	399	261	55.1676133333333	36.78582	1440
4B160D	24491.6666666667	414.333333333333	261	55.13759	36.46273	1045.33333333333
424956	24443.75	420	71	54.738855	36.693155	-1856
424956	22714.5833333333	412.5	71	54.76367875	36.8221275	-2197.33333333333
424956	21789.5833333333	412.571428571429	71	54.77693625	36.8923025	-2642.28571428571
424956	18975	403	71	54.81098	37.07253	-2624
424332	19089.8148148148	311.2	308	55.2312116666667	37.3188883333333	-1216
424332	18558.3333333333	311	307	55.24508	37.28618	-1440
424461	25050	NA	NA	54.72183	36.70607	NA
424461	24930.2631578947	402.6	107	54.6815175	36.9303158333333	-576
424461	24465.3846153846	399.2	107	54.6702027272727	36.9925272727273	-1472
504E4B	14991.6666666667	371	196	55.2863933333333	36.91223	21.3333333333333
424461	23959.6153846154	395.25	107	54.6587983333333	37.0548758333333	-1344
504E4B	17916.6666666667	383.8125	196	55.1192346153846	36.8294123076923	2396
504E4B	18878.2258064516	389.25	196	55.0784172222222	36.8093344444444	2458.66666666667
504E4B	20007.6388888889	390.666666666667	196	55.03988625	36.790484375	2533.33333333333
504E4B	20895.3488372093	396.307692307692	196	55.000959375	36.771506875	2176
504E4B	21652.5	404.7	196	54.9613878571429	36.7523142857143	1824
504E4B	22522.9166666667	407	196	54.9226271428571	36.7335442857143	2572.8
504E4B	23264.5833333333	410	196	54.8889766666667	36.7172866666667	1888
504E4B	23950	NA	NA	54.86723	36.70678	NA
504E4B	23975	415	201.666666666667	54.8049025	36.6719725	64
504E4B	24000	413.166666666667	207	54.7649133333333	36.64058	0
504E4B	24000	NA	NA	54.7354	36.6125	NA
155C05	12000	348	147.5	55.31528	37.56933	1216
42456	25325	381.25	91	54.733445	36.660565	-1408
42456	24100	369.714285714286	91	54.7325166666667	36.73409	-1344
42456	23526.9230769231	367.333333333333	91	54.7304285714286	36.8847071428571	-1301.33333333333
42456	23011.1111111111	365	91	54.72943	36.9498033333333	-1316.57142857143
42456E	22373.5294117647	363.307692307692	91.2307692307692	54.7285433333333	37.0106177777778	-1969.23076923077
42438C	15608.3333333333	360	141.75	55.31332	37.57874	2288
4243CB	24881.8181818182	378.333333333333	88	54.74336	36.64781	-768
4243CB	23966.6666666667	351.5	88	54.74336	36.64781	-1280
4243CB	23476.6666666667	347.5	88	54.7458	36.845967	-1482.66666666667
4243CB	22752.5	347.714285714286	88	54.7464371428571	36.9085014285714	-2377.14285714286
4243CB	21913.0952380952	350	88	54.7471285714286	36.9786842857143	-1928
4243CB	21281.8181818182	350	88	54.7478	37.0291	-1888
7807BB	30995.5882352941	472	107	54.6891033333333	36.8893233333333	0
7807BB	30990	473.25	107	54.67467	36.96775	0
424592	24469.3181818182	329.571428571429	312.142857142857	55.2294366666667	37.32361	-585.142857142857
7807BB	30997.5	475	107	54.658556	37.05522	0
424592	24229.1666666667	327.6	307	55.2466325	37.28357	-857.6
7807BB	30985	475	107	54.645605	37.12544	0
424592	23892.1052631579	323	307	55.2659916666667	37.237785	-840
4D2127	16937.5	325.5	7.25	54.56575	36.925615	-592
424592	22956.25	320	307.25	55.3081425	37.139295	-768
4D2127	16481.8181818182	324.555555555556	7	54.5928784615385	36.9320453846154	-1756.44444444444
4D2127	15805.7692307692	320.111111111111	7.66666666666667	54.62779625	36.94028625	-1464.88888888889
424592	22250	318	308	55.32188	37.10721	-896
4D2127	15252.7777777778	313.333333333333	8	54.6583857142857	36.9475614285714	-1408
4D2127	14682.5	310.111111111111	7	54.6927	36.95576125	-1400.88888888889
4D2127	14107.3529411765	309.5	7.5	54.72585	36.963678	-1424
4D2127	13587.5	309	7	54.7570672727273	36.9711290909091	-1452.8
4D2127	12945	310	2	54.789185	36.97527	-1600
4D2127	11600	297	2	54.80603	36.97626	-1792
510042	22012.5	404.333333333333	260	55.278895	37.03071	2261.33333333333
424395	19462.5	348	0.5	55.18177	37.36184	-1472
4D2127	5796.875	243	2.5	55.146825	37.00333	-1120
424395	18775	NA	NA	55.18177	37.36184	NA
51009A	27525	458.428571428571	263	55.1195866666667	37.2550533333333	2139.42857142857
4D2127	4940	252	2	55.20083125	37.00768625	-1016.88888888889
424395	18327.6595744681	347	307.1	55.2407406666667	37.2966986666667	-1216
424395	17951.6666666667	334	307	55.25948	37.2519366666667	-923.428571428571
51009A	28263.3333333333	458	263	55.1141388888889	37.18104	2084.57142857143
51009A	28855.5555555556	458.666666666667	263	55.1080833333333	37.099605	1034.66666666667
51009A	29158.3333333333	460	263	55.10381	37.04226	806.4
51009A	29426.9230769231	462	263	55.09702	36.952518	850.285714285714
51009A	29760.7142857143	466.666666666667	263	55.0901433333333	36.8622666666667	896
51009A	29990.9090909091	469	263	55.08456	36.7897266666667	149.333333333333
507C3E	8075	268	345	55.16152	37.1953	-1024
